Session,Date,O_RTH,H_RTH,L_RTH,C_RTH,HOD_Time,LOD_Time,Extreme_First,PUV_Points,PDV_Points,PUV_Percent,PDV_Percent,RTH_Range_Points,Calendar_Days_Since_Previous_Complete,ATR_Sequence_Reset,Previous_Complete_RTH_Close,TR_RTH,ATR14_Previous,ATR14_End,PUV_ATR,PDV_ATR,RTH_Volume,Bar_Count,Duplicate_Bars
2742,2023-08-23,5112.75,5157.5,5111.25,5150.25,13:55:00,09:31:00,LOD_FIRST,44.75,1.5,0.87526282,0.02933842,46.25,1,0,5102,55.5,45.62440013,46.32980012,0.98083481,0.03287714,926090,390,0
2743,2023-08-24,5165.75,5171,5086.5,5087.25,10:01:00,16:00:00,HOD_FIRST,5.25,79.25,0.10163093,1.53414315,84.5,1,0,5150.25,84.5,46.32980012,49.05624297,0.11331799,1.7105621,1383756,390,0
2744,2023-08-25,5104.5,5131.25,5067.5,5117.25,15:02:00,11:03:00,LOD_FIRST,26.75,37,0.52404741,0.72485062,63.75,1,0,5087.25,63.75,49.05624297,50.10579704,0.54529247,0.75423632,1558539,390,0
2745,2023-08-28,5140,5151.75,5125.5,5144,15:48:00,13:58:00,LOD_FIRST,11.75,14.5,0.22859922,0.28210117,26.25,3,0,5117.25,34.5,50.10579704,48.99109725,0.2345038,0.28938767,1030025,390,0
2746,2023-08-29,5143.25,5211.25,5140.75,5208.25,15:47:00,09:32:00,LOD_FIRST,68,2.5,1.32212123,0.0486074,70.5,1,0,5144,70.5,48.99109725,50.52744745,1.38800729,0.05102968,1126095,390,0
2747,2023-08-30,5211.5,5233,5203.25,5226.25,12:47:00,10:28:00,LOD_FIRST,21.5,8.25,0.41254917,0.15830375,29.75,1,0,5208.25,29.75,50.52744745,49.04334406,0.4255113,0.16327759,1060981,390,0
2748,2023-08-31,5230,5242,5215,5216.5,10:36:00,16:00:00,HOD_FIRST,12,15,0.22944551,0.28680688,27,1,0,5226.25,27,49.04334406,47.46881948,0.24468152,0.3058519,1037549,390,0
2749,2023-09-01,5245,5249.75,5209.5,5225,09:35:00,11:51:00,HOD_FIRST,4.75,35.5,0.09056244,0.67683508,40.25,1,0,5216.5,40.25,47.46881948,46.95318952,0.10006569,0.74785934,1053042,390,0
2750,2023-09-05,5219.75,5223,5203.75,5204.5,11:10:00,16:00:00,HOD_FIRST,3.25,16,0.06226352,0.30652809,19.25,4,0,5225,21.25,46.95318952,45.11724741,0.06921787,0.34076492,943055,390,0
2751,2023-09-06,5195.25,5196.5,5149.25,5173.25,09:31:00,13:03:00,HOD_FIRST,1.25,46,0.02406044,0.88542419,47.25,1,0,5204.5,55.25,45.11724741,45.84101545,0.02770559,1.01956575,1297467,390,0
2752,2023-09-07,5140.25,5165.25,5136.5,5157.5,15:51:00,10:34:00,LOD_FIRST,25,3.75,0.48635767,0.07295365,28.75,1,0,5173.25,36.75,45.84101545,45.19165721,0.54536314,0.08180447,1151202,390,0
2753,2023-09-08,5157.5,5179.75,5153.75,5163.75,10:32:00,15:29:00,HOD_FIRST,22.25,3.75,0.43141057,0.07270965,26,1,0,5157.5,26,45.19165721,43.82082455,0.49234751,0.08297992,855819,390,0
2754,2023-09-11,5190.5,5195.75,5172.25,5192.75,09:35:00,11:04:00,HOD_FIRST,5.25,18.25,0.10114633,0.35160389,23.5,3,0,5163.75,32,43.82082455,42.97647994,0.11980605,0.41646866,436016,390,0
2755,2023-09-12,5176.5,5191.75,5160,5166.25,13:25:00,15:25:00,HOD_FIRST,15.25,16.5,0.2946006,0.31874819,31.75,1,0,5192.75,32.75,42.97647994,42.24601709,0.35484526,0.38393093,866864,390,0
2756,2023-09-13,5168,5183,5155.75,5170.75,13:46:00,10:19:00,LOD_FIRST,15,12.25,0.29024768,0.2370356,27.25,1,0,5166.25,27.25,42.24601709,41.17487301,0.35506306,0.28996816,1015025,390,0
2757,2023-09-14,5194.75,5214.75,5180.75,5207.75,15:08:00,10:21:00,LOD_FIRST,20,14,0.38500409,0.26950286,34,1,0,5170.75,44,41.17487301,41.37666779,0.48573313,0.34001319,1089488,390,0
2758,2023-09-15,5189.75,5193.25,5146.75,5150.5,09:31:00,15:51:00,HOD_FIRST,3.5,43,0.06744063,0.82855629,46.5,1,0,5207.75,61,41.37666779,42.77833438,0.08458874,1.03923303,1339983,390,0
2759,2023-09-18,5147.25,5167.25,5142.75,5153.75,12:32:00,09:47:00,LOD_FIRST,20,4.5,0.388557,0.08742532,24.5,3,0,5150.5,24.5,42.77833438,41.47273907,0.46752638,0.10519344,879458,390,0
2760,2023-09-19,5143.25,5149.5,5115,5143.75,14:38:00,12:48:00,LOD_FIRST,6.25,28.25,0.1215185,0.5492636,34.5,1,0,5153.75,38.75,41.47273907,41.27825771,0.1507014,0.68117035,1168994,390,0
2761,2023-09-20,5156,5160.25,5098.75,5100.75,10:03:00,15:59:00,HOD_FIRST,4.25,57.25,0.08242824,1.11035687,61.5,1,0,5143.75,61.5,41.27825771,42.72266787,0.10295977,1.38692869,1182948,390,0
2762,2023-09-21,5068.5,5071.25,5023.5,5025.75,09:31:00,16:00:00,HOD_FIRST,2.75,45,0.05425668,0.88783664,47.75,1,0,5100.75,77.25,42.72266787,45.18890588,0.06436864,1.05330501,1479978,390,0
2763,2023-09-22,5035,5051.75,5010,5014.25,11:40:00,15:53:00,HOD_FIRST,16.75,25,0.3326713,0.49652433,41.75,1,0,5025.75,41.75,45.18890588,44.94326974,0.3706662,0.55323313,1309109,390,0
2764,2023-09-25,5001,5033,4996.25,5032.25,16:00:00,09:34:00,LOD_FIRST,32,4.75,0.63987203,0.094981,36.75,3,0,5014.25,36.75,44.94326974,44.35803619,0.71200872,0.10568879,1166098,390,0
2765,2023-09-26,4999,5006.75,4958.25,4966.75,09:45:00,15:26:00,HOD_FIRST,7.75,40.75,0.15503101,0.81516303,48.5,1,0,5032.25,74,44.35803619,46.47531932,0.17471468,0.91866105,1323653,390,0
2766,2023-09-27,4978.25,4984.5,4929.75,4967.75,09:33:00,13:42:00,HOD_FIRST,6.25,48.5,0.12554613,0.97423794,54.75,1,0,4966.75,54.75,46.47531932,47.06636794,0.13447998,1.04356464,1580585,390,0
2767,2023-09-28,4960,5008.5,4953.75,4991,12:31:00,09:45:00,LOD_FIRST,48.5,6.25,0.97782258,0.12600806,54.75,1,0,4967.75,54.75,47.06636794,47.6151988,1.0304598,0.13279121,1498305,390,0
2768,2023-09-29,5022.5,5024,4963.75,4979,09:31:00,14:34:00,HOD_FIRST,1.5,58.75,0.0298656,1.16973619,60.25,1,0,4991,60.25,47.6151988,48.5176846,0.03150255,1.23384973,1602023,390,0
2769,2023-10-02,4970,4990.5,4948.25,4977.5,11:31:00,12:52:00,HOD_FIRST,20.5,21.75,0.41247485,0.43762575,42.25,3,0,4979,42.25,48.5176846,48.06999284,0.42252635,0.44829015,1515667,390,0
2770,2023-10-03,4953.75,4969.75,4904,4919.25,09:52:00,14:18:00,HOD_FIRST,16,49.75,0.32298764,1.00428968,65.75,1,0,4977.5,73.5,48.06999284,49.88642193,0.33284798,1.03494919,1755481,390,0
2771,2023-10-04,4922.25,4956.75,4907,4949,15:38:00,10:30:00,LOD_FIRST,34.5,15.25,0.70089898,0.30981766,49.75,1,0,4919.25,49.75,49.88642193,49.8766775,0.69157095,0.3056944,1582615,390,0
2772,2023-10-05,4943.5,4953.5,4910.75,4944.25,14:41:00,11:10:00,LOD_FIRST,10,32.75,0.20228583,0.66248609,42.75,1,0,4949,42.75,49.8766775,49.36762911,0.20049451,0.65661952,1288955,390,0
2773,2023-10-06,4918,5011.25,4904.25,4994.75,14:49:00,10:08:00,LOD_FIRST,93.25,13.75,1.89609597,0.2795852,107,1,0,4944.25,107,49.36762911,53.48422703,1.88888958,0.27852259,1615141,390,0
2774,2023-10-09,4974.5,5028.5,4968.75,5022.75,14:57:00,10:53:00,LOD_FIRST,54,5.75,1.08553623,0.11558951,59.75,3,0,4994.75,59.75,53.48422703,53.93178224,1.00964346,0.10750833,1085363,390,0
2775,2023-10-10,5028.75,5071.75,5024,5044.25,12:14:00,09:42:00,LOD_FIRST,43,4.75,0.85508327,0.09445687,47.75,1,0,5022.75,49,53.93178224,53.57951208,0.79730352,0.08807423,1253488,390,0
2776,2023-10-11,5055.25,5064.25,5030,5061.5,16:00:00,13:37:00,LOD_FIRST,9,25.25,0.17803274,0.49948074,34.25,1,0,5044.25,34.25,53.57951208,52.19883265,0.16797465,0.47126222,1076967,390,0
2777,2023-10-12,5066.5,5070.25,5008.25,5033.5,12:22:00,14:17:00,HOD_FIRST,3.75,58.25,0.07401559,1.14970887,62,1,0,5061.5,62,52.19883265,52.89891603,0.07184069,1.11592534,1489446,390,0
2778,2023-10-13,5047.75,5060.5,4993.5,5010.75,09:42:00,13:38:00,HOD_FIRST,12.75,54.25,0.25258779,1.07473627,67,1,0,5033.5,67,52.89891603,53.90613631,0.24102573,1.02554086,1749667,390,0
2779,2023-10-16,5033,5067,5030.5,5055.25,11:01:00,09:31:00,LOD_FIRST,34,2.5,0.67554143,0.04967216,36.5,3,0,5010.75,56.25,53.90613631,54.07355515,0.63072597,0.04637691,1294079,390,0
2780,2023-10-17,5022,5076,5018.5,5055.25,12:31:00,09:58:00,LOD_FIRST,54,3.5,1.07526882,0.06969335,57.5,1,0,5055.25,57.5,54.07355515,54.31830121,0.99863972,0.06472665,1508882,390,0
2781,2023-10-18,5035.5,5045.25,4983.5,4995.75,10:21:00,15:49:00,HOD_FIRST,9.75,52,0.19362526,1.03266806,61.75,1,0,5055.25,71.75,54.31830121,55.56342255,0.17949751,0.95732007,1856298,390,0
2782,2023-10-19,5000.5,5019.25,4947.5,4954.25,12:23:00,15:46:00,HOD_FIRST,18.75,53,0.3749625,1.05989401,71.75,1,0,4995.75,71.75,55.56342255,56.71960666,0.33745221,0.95386493,2251669,390,0
2783,2023-10-20,4949.25,4955,4900,4901.25,09:43:00,16:00:00,HOD_FIRST,5.75,49.25,0.11617922,0.99510027,55,1,0,4954.25,55,56.71960666,56.59677761,0.10137588,0.86830644,1827102,390,0
2784,2023-10-23,4884,4933.5,4866,4893.25,13:01:00,09:44:00,LOD_FIRST,49.5,18,1.01351351,0.36855037,67.5,3,0,4901.25,67.5,56.59677761,57.37557921,0.8746081,0.31803931,1533613,390,0
2785,2023-10-24,4914.5,4936.25,4894.75,4923.75,10:51:00,12:55:00,HOD_FIRST,21.75,19.75,0.44256791,0.40187201,41.5,1,0,4893.25,43,57.37557921,56.34875212,0.37908114,0.3442231,1381924,390,0
2786,2023-10-25,4906.25,4906.25,4856.5,4863,09:31:00,13:51:00,HOD_FIRST,0,49.75,0,1.01401274,49.75,1,0,4923.75,67.25,56.34875212,57.12741268,0,0.88289444,1595711,390,0
2787,2023-10-26,4849,4857.75,4799,4809.5,09:34:00,13:31:00,HOD_FIRST,8.75,50,0.18044958,1.03114044,58.75,1,0,4863,64,57.12741268,57.61831178,0.1531664,0.87523656,1807121,390,0
2788,2023-10-27,4825.5,4829.5,4775,4790.75,11:18:00,15:41:00,HOD_FIRST,4,50.5,0.08289296,1.04652368,54.5,1,0,4809.5,54.5,57.61831178,57.39557522,0.06942237,0.87645747,1742256,390,0
2789,2023-10-30,4818.5,4850.25,4804.75,4838.75,15:25:00,10:46:00,LOD_FIRST,31.75,13.75,0.65891875,0.28535851,45.5,3,0,4790.75,59.5,57.39557522,57.54589128,0.55317853,0.23956551,1527235,390,0
2790,2023-10-31,4844.25,4867.75,4824.5,4865,15:05:00,10:05:00,LOD_FIRST,23.5,19.75,0.48511121,0.40769985,43.25,1,0,4838.75,43.25,57.54589128,56.52475619,0.40836973,0.34320435,1379310,390,0
2791,2023-11-01,4874.25,4917.5,4868.25,4909.25,15:35:00,09:32:00,LOD_FIRST,43.25,6,0.887316,0.12309586,49.25,1,0,4865,52.5,56.52475619,56.2372736,0.76515146,0.10614818,1598040,390,0
2792,2023-11-02,4946.75,4990.5,4946.5,4989,15:54:00,09:31:00,LOD_FIRST,43.75,0.25,0.88441906,0.00505382,44,1,0,4909.25,81.25,56.2372736,58.02389692,0.77795379,0.00444545,1327292,390,0
2793,2023-11-03,5012.25,5044.5,5011,5027.75,15:07:00,09:31:00,LOD_FIRST,32.25,1.25,0.64342361,0.0249389,33.5,1,0,4989,55.5,58.02389692,57.84361857,0.55580548,0.02154285,1316745,390,0
2794,2023-11-06,5035.25,5042.25,5017,5037.25,09:31:00,13:22:00,HOD_FIRST,7,18.25,0.13901991,0.36244476,25.25,3,0,5027.75,25.25,57.84361857,55.51550295,0.12101594,0.31550585,1055534,390,0
2795,2023-11-07,5036.75,5056,5025,5049.25,15:46:00,09:40:00,LOD_FIRST,19.25,11.75,0.3821909,0.23328535,31,1,0,5037.25,31,55.51550295,53.7643956,0.34674999,0.21165259,1060151,390,0
2796,2023-11-08,5055,5060.5,5027.75,5051.25,09:54:00,12:09:00,HOD_FIRST,5.5,27.25,0.10880317,0.53907023,32.75,1,0,5049.25,32.75,53.7643956,52.26336734,0.10229818,0.506841,1106800,390,0
2797,2023-11-09,5061.75,5062.25,5010.5,5015.75,09:31:00,15:58:00,HOD_FIRST,0.5,51.25,0.00987801,1.01249568,51.75,1,0,5051.25,51.75,52.26336734,52.22669825,0.00956693,0.98061037,1662476,390,0
2798,2023-11-10,5036.5,5086.25,5020.5,5083,15:54:00,10:41:00,LOD_FIRST,49.75,16,0.98778914,0.31768093,65.75,1,0,5015.75,70.5,52.22669825,53.53193409,0.95257793,0.30635672,1339034,390,0
2799,2023-11-13,5068.25,5089.5,5060,5078.25,11:48:00,09:57:00,LOD_FIRST,21.25,8.25,0.41927687,0.16277808,29.5,3,0,5083,29.5,53.53193409,51.81536737,0.39695932,0.15411362,967871,390,0
2800,2023-11-14,5139.25,5177,5136.5,5163.5,15:16:00,09:34:00,LOD_FIRST,37.75,2.75,0.73454298,0.05350975,40.5,1,0,5078.25,98.75,51.81536737,55.16784113,0.72854834,0.05307306,1308346,390,0
2801,2023-11-15,5176.5,5189.5,5163.5,5172.25,10:52:00,13:16:00,HOD_FIRST,13,13,0.25113494,0.25113494,26,1,0,5163.5,26,55.16784113,53.0844239,0.23564453,0.23564453,1140358,390,0
2802,2023-11-16,5165.75,5179,5154.5,5175.75,10:02:00,11:39:00,HOD_FIRST,13.25,11.25,0.25649712,0.21778057,24.5,1,0,5172.25,24.5,53.0844239,51.04267934,0.24960241,0.21192657,1105441,390,0
2803,2023-11-17,5175,5187.25,5165.5,5181,15:27:00,11:07:00,LOD_FIRST,12.25,9.5,0.23671498,0.18357488,21.75,1,0,5175.75,21.75,51.04267934,48.9503451,0.23999524,0.18611876,973684,390,0
2804,2023-11-20,5177.25,5223.75,5177.25,5215,15:15:00,09:31:00,LOD_FIRST,46.5,0,0.89816022,0,46.5,3,0,5181,46.5,48.9503451,48.77532045,0.94994223,0,918195,390,0
2805,2023-11-21,5202.75,5207.5,5190.5,5203.75,15:03:00,10:32:00,LOD_FIRST,4.75,12.25,0.09129787,0.2354524,17,1,0,5215,24.5,48.77532045,47.04136899,0.09738532,0.2511516,804327,390,0
2806,2023-11-22,5219.25,5233.25,5207.75,5219.5,09:43:00,10:19:00,HOD_FIRST,14,11.5,0.26823777,0.22033817,25.5,1,0,5203.75,29.5,47.04136899,45.78841406,0.29761039,0.24446567,1107107,390,0
2807,2023-11-27,5214,5222.75,5208.25,5213,13:13:00,09:37:00,LOD_FIRST,8.75,5.75,0.16781741,0.11028002,14.5,5,0,5219.5,14.5,45.78841406,43.55352734,0.19109638,0.12557762,829938,390,0
2808,2023-11-28,5208,5230,5202,5216,11:42:00,09:45:00,LOD_FIRST,22,6,0.42242704,0.11520737,28,1,0,5213,28,43.55352734,42.4425611,0.50512556,0.13776152,1147462,390,0
2809,2023-11-29,5238,5249.75,5208.25,5212.75,09:57:00,15:41:00,HOD_FIRST,11.75,29.75,0.22432226,0.56796487,41.5,1,0,5216,41.5,42.4425611,42.37523531,0.27684474,0.70094733,1221321,390,0
2810,2023-11-30,5219,5232.25,5197.5,5227.5,16:00:00,13:32:00,LOD_FIRST,13.25,21.5,0.25388005,0.41195631,34.75,1,0,5212.75,34.75,42.37523531,41.83057565,0.31268263,0.50737181,1574464,390,0
2811,2023-12-01,5221.5,5260.5,5215.25,5254,12:56:00,09:34:00,LOD_FIRST,39,6.25,0.74691181,0.1196974,45.25,1,0,5227.5,45.25,41.83057565,42.07482024,0.93233238,0.14941224,1505008,390,0
2812,2023-12-04,5218.75,5232.5,5206.25,5229.5,15:51:00,10:54:00,LOD_FIRST,13.75,12.5,0.26347305,0.23952096,26.25,3,0,5254,47.75,42.07482024,42.48019022,0.32679878,0.2970898,1372946,390,0
2813,2023-12-05,5214.75,5238.25,5211,5228.5,11:08:00,09:41:00,LOD_FIRST,23.5,3.75,0.45064481,0.07191141,27.25,1,0,5229.5,27.25,42.48019022,41.39231949,0.55319903,0.08827644,1476938,390,0
2814,2023-12-06,5250,5250.25,5204.75,5208.75,09:31:00,15:55:00,HOD_FIRST,0.25,45.25,0.0047619,0.86190476,45.5,1,0,5228.5,45.5,41.39231949,41.68572524,0.00603977,1.09319798,1378066,390,0
2815,2023-12-07,5229.25,5248.75,5222.5,5241.25,14:23:00,09:51:00,LOD_FIRST,19.5,6.75,0.37290242,0.12908161,26.25,1,0,5208.75,40,41.68572524,41.5653163,0.46778603,0.16192593,1265960,390,0
2816,2023-12-08,5233.75,5266.5,5231,5260.5,15:39:00,09:31:00,LOD_FIRST,32.75,2.75,0.62574636,0.05254359,35.5,1,0,5241.25,35.5,41.5653163,41.13207942,0.78791654,0.06616093,1081843,390,0
2817,2023-12-11,5255,5280,5252.5,5277.75,16:00:00,09:33:00,LOD_FIRST,25,2.5,0.47573739,0.04757374,27.5,3,0,5260.5,27.5,41.13207942,40.15835946,0.60779811,0.06077981,362352,390,0
2818,2023-12-12,5273,5298.75,5262.5,5298.25,16:00:00,09:40:00,LOD_FIRST,25.75,10.5,0.48833681,0.19912763,36.25,1,0,5277.75,36.25,40.15835946,39.87919093,0.64121145,0.26146486,837321,390,0
2819,2023-12-13,5300.5,5364.5,5297,5361.25,15:07:00,13:18:00,LOD_FIRST,64,3.5,1.20743326,0.06603151,67.5,1,0,5298.25,67.5,39.87919093,41.85210586,1.604847,0.08776507,1313891,390,0
2820,2023-12-14,5379.25,5392,5346.5,5375.5,09:48:00,13:54:00,HOD_FIRST,12.75,32.75,0.23702189,0.60882093,45.5,1,0,5361.25,45.5,41.85210586,42.11266973,0.30464417,0.78251737,1497814,390,0
2821,2023-12-15,5368.5,5379.75,5357.5,5367,15:53:00,13:56:00,LOD_FIRST,11.25,11,0.20955574,0.20489895,22.25,1,0,5375.5,22.25,42.11266973,40.69390761,0.26714051,0.26120405,1177604,390,0
2822,2023-12-18,5382.25,5402.5,5380.5,5393,14:25:00,09:31:00,LOD_FIRST,20.25,1.75,0.3762367,0.03251428,22,3,0,5367,35.5,40.69390761,40.32291421,0.49761749,0.04300398,849965,390,0
2823,2023-12-19,5397.75,5421.75,5396.75,5420.5,16:00:00,09:31:00,LOD_FIRST,24,1,0.44462971,0.01852624,25,1,0,5393,28.75,40.32291421,39.49627748,0.59519508,0.02479979,863038,390,0
2824,2023-12-20,5410.75,5431,5348.25,5350,12:59:00,16:00:00,HOD_FIRST,20.25,62.5,0.37425496,1.15510789,82.75,1,0,5420.5,82.75,39.49627748,42.58582909,0.51270655,1.58242761,1338993,390,0
2825,2023-12-21,5381.5,5398.5,5355.75,5395.5,16:00:00,13:21:00,LOD_FIRST,17,25.75,0.31589705,0.47849113,42.75,1,0,5350,48.5,42.58582909,43.00826986,0.39919382,0.60466123,1265323,390,0
2826,2023-12-22,5406.5,5422,5385,5405.5,09:54:00,14:32:00,HOD_FIRST,15.5,21.5,0.28669194,0.39766947,37,1,0,5395.5,37,43.00826986,42.57910773,0.3603958,0.49990386,1015563,390,0
2827,2023-12-26,5409,5434.75,5408.25,5425.25,15:27:00,09:31:00,LOD_FIRST,25.75,0.75,0.47605842,0.01386578,26.5,4,0,5405.5,29.25,42.57910773,41.62702861,0.60475668,0.01761427,491212,390,0
2828,2023-12-27,5422.5,5435.75,5416.75,5435,16:00:00,14:05:00,LOD_FIRST,13.25,5.75,0.24435224,0.10603965,19,1,0,5425.25,19,41.62702861,40.01081228,0.31830281,0.13813141,788083,390,0
2829,2023-12-28,5432.25,5440,5428.25,5433.25,13:38:00,15:57:00,HOD_FIRST,7.75,4,0.14266648,0.07363431,11.75,1,0,5435,11.75,40.01081228,37.99218283,0.19369764,0.09997298,687803,390,0
2830,2023-12-29,5428.75,5435.25,5397,5419,10:07:00,12:24:00,HOD_FIRST,6.5,31.75,0.1197329,0.58484918,38.25,1,0,5433.25,38.25,37.99218283,38.01059834,0.17108783,0.83569823,953813,390,0
2831,2024-01-02,5383.75,5397.75,5365.75,5388.25,12:41:00,15:07:00,HOD_FIRST,14,18,0.26004179,0.33433945,32,4,0,5419,53.25,38.01059834,39.09912703,0.36831833,0.47355214,1213448,390,0
2832,2024-01-03,5364.5,5372,5341.25,5347.25,14:29:00,15:55:00,HOD_FIRST,7.5,23.25,0.139808,0.43340479,30.75,1,0,5388.25,47,39.09912703,39.6634751,0.19182014,0.59464243,1318621,390,0
2833,2024-01-04,5339.75,5366.75,5327.25,5330,11:17:00,15:55:00,HOD_FIRST,27,12.5,0.50564165,0.23409336,39.5,1,0,5347.25,39.5,39.6634751,39.65179831,0.68072704,0.31515141,1019821,390,0
2834,2024-01-05,5330.5,5360.5,5320,5335.75,11:17:00,15:33:00,HOD_FIRST,30,10.5,0.56279899,0.19697965,40.5,1,0,5330,40.5,39.65179831,39.71238414,0.75658611,0.26480514,1269131,390,0
2835,2024-01-08,5339.5,5403.5,5338.25,5401.75,16:00:00,09:31:00,LOD_FIRST,64,1.25,1.1986141,0.02341043,65.25,3,0,5335.75,67.75,39.71238414,41.71507099,1.61158796,0.03147633,1046234,390,0
2836,2024-01-09,5373.25,5404.25,5367.75,5393.25,13:06:00,09:48:00,LOD_FIRST,31,5.5,0.57693202,0.10235891,36.5,1,0,5401.75,36.5,41.71507099,41.34256592,0.7431367,0.13184683,1047255,390,0
2837,2024-01-10,5395.5,5428.75,5392.5,5419.5,15:09:00,10:06:00,LOD_FIRST,33.25,3,0.61625429,0.05560189,36.25,1,0,5393.25,36.25,41.34256592,40.97881121,0.80425584,0.07256444,1081462,390,0
2838,2024-01-11,5427.25,5432.5,5373,5415,09:36:00,11:47:00,HOD_FIRST,5.25,54.25,0.09673407,0.99958543,59.5,1,0,5419.5,59.5,40.97881121,42.30175327,0.12811499,1.3238549,1375734,390,0
2839,2024-01-12,5429.25,5436.75,5402.5,5417,09:48:00,10:54:00,HOD_FIRST,7.5,26.75,0.13814063,0.49270157,34.25,1,0,5415,34.25,42.30175327,41.72662803,0.17729762,0.6323615,1074946,390,0
2840,2024-01-16,5402.25,5416,5379.75,5398.75,11:23:00,14:20:00,HOD_FIRST,13.75,22.5,0.25452358,0.41649313,36.25,4,0,5417,37.25,41.72662803,41.40686889,0.32952579,0.53922402,1366435,390,0
2841,2024-01-17,5366.25,5376,5346.5,5371.25,11:07:00,13:50:00,HOD_FIRST,9.75,19.75,0.18169113,0.368041,29.5,1,0,5398.75,52.25,41.40686889,42.18137825,0.23546818,0.476974,1226492,390,0
2842,2024-01-18,5386.25,5417.25,5370.25,5411.25,15:53:00,13:08:00,LOD_FIRST,31,16,0.57553957,0.29705268,47,1,0,5371.25,47,42.18137825,42.52556552,0.73492146,0.3793143,1322779,390,0
2843,2024-01-19,5422.25,5474.5,5415.25,5471,14:30:00,09:45:00,LOD_FIRST,52.25,7,0.96362211,0.1290977,59.25,1,0,5411.25,63.25,42.52556552,44.00588227,1.22867267,0.16460686,1390655,390,0
2844,2024-01-22,5486,5498.5,5473.75,5482,10:01:00,13:30:00,HOD_FIRST,12.5,12.25,0.22785272,0.22329566,24.75,3,0,5471,27.5,44.00588227,42.82689068,0.28405293,0.27837188,985196,390,0
2845,2024-01-23,5486,5497.25,5474.5,5495,15:57:00,11:35:00,LOD_FIRST,11.25,11.5,0.20506744,0.2096245,22.75,1,0,5482,22.75,42.82689068,41.39282706,0.26268543,0.26852288,826190,390,0
2846,2024-01-24,5523.75,5533.5,5495.5,5499,12:57:00,15:55:00,HOD_FIRST,9.75,28.25,0.17651052,0.51142792,38,1,0,5495,38.5,41.39282706,41.18619656,0.23554806,0.6824854,1235306,390,0
2847,2024-01-25,5519.25,5526.75,5497,5524.25,10:23:00,14:09:00,HOD_FIRST,7.5,22.25,0.13588803,0.40313448,29.75,1,0,5499,29.75,41.18619656,40.36932537,0.18209984,0.54022954,1150815,390,0
2848,2024-01-26,5518.5,5534.5,5507.75,5517.25,11:01:00,13:55:00,HOD_FIRST,16,10.75,0.28993386,0.19479931,26.75,1,0,5524.25,26.75,40.36932537,39.39651642,0.39634053,0.2662913,965110,390,0
2849,2024-01-29,5519.25,5556.25,5513,5555,15:27:00,10:34:00,LOD_FIRST,37,6.25,0.67038094,0.11324002,43.25,3,0,5517.25,43.25,39.39651642,39.67176524,0.93916933,0.15864347,900409,390,0
2850,2024-01-30,5546.5,5557.5,5541.75,5549.5,15:29:00,12:34:00,LOD_FIRST,11,4.75,0.19832327,0.08563959,15.75,1,0,5555,15.75,39.67176524,37.96306773,0.27727528,0.11973251,830448,390,0
2851,2024-01-31,5526.25,5530.75,5468.5,5469,09:35:00,16:00:00,HOD_FIRST,4.5,57.75,0.08142954,1.04501244,62.25,1,0,5549.5,81,37.96306773,41.03713432,0.11853626,1.52121531,1797407,390,0
2852,2024-02-01,5483.5,5530,5474.75,5530,16:00:00,11:13:00,LOD_FIRST,46.5,8.75,0.84799854,0.15956962,55.25,1,0,5469,61,41.03713432,42.4630533,1.13312006,0.21322152,1340534,390,0
2853,2024-02-02,5533.25,5598,5529.25,5579.75,15:12:00,09:33:00,LOD_FIRST,64.75,4,1.17019835,0.07229025,68.75,1,0,5530,68.75,42.4630533,44.34069235,1.52485502,0.09419954,1446754,390,0
2854,2024-02-05,5573.25,5577.75,5538,5561.25,14:48:00,10:46:00,LOD_FIRST,4.5,35.25,0.08074283,0.63248553,39.75,3,0,5579.75,41.75,44.34069235,44.15564289,0.10148691,0.79498082,1137014,390,0
2855,2024-02-06,5570.25,5578.5,5555.25,5575.25,09:47:00,10:26:00,HOD_FIRST,8.25,15,0.14810825,0.26928773,23.25,1,0,5561.25,23.25,44.15564289,42.66238269,0.18683909,0.33970743,1010522,390,0
2856,2024-02-07,5597.75,5620.25,5588.25,5615.75,15:04:00,09:57:00,LOD_FIRST,22.5,9.5,0.40194721,0.16971104,32,1,0,5575.25,45,42.66238269,42.82935535,0.5273967,0.22267861,1032552,390,0
2857,2024-02-08,5613.5,5620.25,5605.25,5617.25,16:00:00,11:31:00,LOD_FIRST,6.75,8.25,0.12024584,0.14696713,15,1,0,5615.75,15,42.82935535,40.84154425,0.15760219,0.19262489,757895,390,0
2858,2024-02-09,5620.25,5648.75,5616.5,5644.25,14:47:00,09:31:00,LOD_FIRST,28.5,3.75,0.50709488,0.06672301,32.25,1,0,5617.25,32.25,40.84154425,40.22786252,0.69781886,0.09181827,849072,390,0
2859,2024-02-12,5643.25,5666.75,5633.5,5641.75,11:34:00,14:21:00,HOD_FIRST,23.5,9.75,0.4164267,0.17277278,33.25,3,0,5644.25,33.25,40.22786252,39.72944377,0.58417223,0.24236933,924466,390,0
2860,2024-02-13,5575.25,5588.5,5536.75,5572,11:41:00,15:23:00,HOD_FIRST,13.25,38.5,0.2376575,0.69055199,51.75,1,0,5641.75,105,39.72944377,44.39162636,0.3335058,0.96905459,1560306,390,0
