Session,Date,O_RTH,H_RTH,L_RTH,C_RTH,HOD_Time,LOD_Time,Extreme_First,PUV_Points,PDV_Points,PUV_Percent,PDV_Percent,RTH_Range_Points,Calendar_Days_Since_Previous_Complete,ATR_Sequence_Reset,Previous_Complete_RTH_Close,TR_RTH,ATR14_Previous,ATR14_End,PUV_ATR,PDV_ATR,RTH_Volume,Bar_Count,Duplicate_Bars
666,2015-04-10,2810.75,2820,2808.5,2819.25,14:56:00,09:46:00,LOD_FIRST,9.25,2.25,0.32909366,0.08004981,11.5,1,0,2808.5,11.5,22.77519935,21.96982797,0.40614354,0.09879167,683228,390,0
667,2015-04-13,2817.75,2825.25,2809.25,2809.75,10:25:00,15:55:00,HOD_FIRST,7.5,8.5,0.26616982,0.30165913,16,3,0,2819.25,16,21.96982797,21.54341169,0.34137727,0.38689424,883423,390,0
668,2015-04-14,2807.25,2816,2799.75,2813.75,12:36:00,10:07:00,LOD_FIRST,8.75,7.5,0.31169294,0.26716538,16.25,1,0,2809.75,16.25,21.54341169,21.16531085,0.40615665,0.34813427,984035,390,0
669,2015-04-15,2819.25,2829.5,2818.25,2823.5,14:11:00,09:31:00,LOD_FIRST,10.25,1,0.36357187,0.03547043,11.25,1,0,2813.75,15.75,21.16531085,20.77850294,0.48428299,0.04724712,840110,390,0
670,2015-04-16,2819.5,2828.75,2816.75,2822.5,14:01:00,10:32:00,LOD_FIRST,9.25,2.75,0.32807235,0.09753502,12,1,0,2823.5,12,20.77850294,20.15146701,0.44517163,0.13234832,827481,390,0
671,2015-04-17,2808,2811,2788.5,2797.75,09:38:00,14:17:00,HOD_FIRST,3,19.5,0.10683761,0.69444444,22.5,1,0,2822.5,34,20.15146701,21.14064794,0.14887254,0.96767148,1406181,390,0
672,2015-04-20,2809.25,2821.5,2808.25,2817.5,11:02:00,09:31:00,LOD_FIRST,12.25,1,0.43605945,0.03559669,13.25,3,0,2797.75,23.75,21.14064794,21.32703023,0.57945244,0.04730224,845733,390,0
673,2015-04-21,2825.5,2827.5,2811.25,2815.25,09:32:00,14:08:00,HOD_FIRST,2,14.25,0.07078393,0.50433552,16.25,1,0,2817.5,16.25,21.32703023,20.96438521,0.09377771,0.66816617,810013,390,0
674,2015-04-22,2819,2827.75,2807.75,2825.25,15:25:00,10:16:00,LOD_FIRST,8.75,11.25,0.31039376,0.39907769,20,1,0,2815.25,20,20.96438521,20.89550055,0.41737451,0.53662437,900191,390,0
675,2015-04-23,2820.5,2838.5,2818.75,2831,15:17:00,09:32:00,LOD_FIRST,18,1.75,0.63818472,0.06204574,19.75,1,0,2825.25,19.75,20.89550055,20.81367909,0.86142947,0.08375009,1087647,390,0
676,2015-04-24,2835.75,2838.75,2830,2835.25,12:35:00,09:46:00,LOD_FIRST,3,5.75,0.10579212,0.20276823,8.75,1,0,2831,8.75,20.81367909,19.95198772,0.14413598,0.27626063,706049,390,0
677,2015-04-27,2842.5,2843.75,2824.25,2826.75,10:03:00,15:49:00,HOD_FIRST,1.25,18.25,0.04397537,0.64204046,19.5,3,0,2835.25,19.5,19.95198772,19.91970289,0.0626504,0.91469583,973801,390,0
678,2015-04-28,2826.5,2834.25,2812.25,2833.25,13:23:00,10:15:00,LOD_FIRST,7.75,14.25,0.2741907,0.50415708,22,1,0,2826.75,22,19.91970289,20.06829554,0.38906203,0.71537212,1217170,390,0
679,2015-04-29,2822.5,2831.75,2814.5,2824,14:43:00,12:31:00,LOD_FIRST,9.25,8,0.32772365,0.28343667,17.25,1,0,2833.25,18.75,20.06829554,19.97413157,0.46092604,0.39863874,1404280,390,0
680,2015-04-30,2817.5,2822,2794.25,2802.75,09:37:00,15:11:00,HOD_FIRST,4.5,23.25,0.15971606,0.82519965,27.75,1,0,2824,29.75,19.97413157,20.67240789,0.2252914,1.16400555,1615854,390,0
681,2015-05-01,2812.5,2826.5,2811.25,2825.5,16:00:00,11:51:00,LOD_FIRST,14,1.25,0.49777778,0.04444444,15.25,1,0,2802.75,23.75,20.67240789,20.89223589,0.67723122,0.06046707,830329,390,0
682,2015-05-04,2831,2839,2829.5,2832.5,10:00:00,09:31:00,LOD_FIRST,8,1.5,0.28258566,0.05298481,9.5,3,0,2825.5,13.5,20.89223589,20.36421904,0.38291737,0.07179701,811247,390,0
683,2015-05-05,2829,2833.25,2805.5,2807.25,09:37:00,14:56:00,HOD_FIRST,4.25,23.5,0.15022976,0.83068222,27.75,1,0,2832.5,27.75,20.36421904,20.89177483,0.20869939,1.15398484,1329026,390,0
684,2015-05-06,2814,2817.75,2785.25,2798.5,09:32:00,14:43:00,HOD_FIRST,3.75,28.75,0.13326226,1.02167733,32.5,1,0,2807.25,32.5,20.89177483,21.72093377,0.17949648,1.37613966,1464296,390,0
685,2015-05-07,2797.5,2812.25,2793.25,2807.25,12:41:00,10:01:00,LOD_FIRST,14.75,4.25,0.52725648,0.15192136,19,1,0,2798.5,19,21.72093377,21.52658136,0.67906841,0.19566378,1031634,390,0
686,2015-05-08,2827.25,2837.5,2826.5,2835,11:53:00,09:31:00,LOD_FIRST,10.25,0.75,0.36254311,0.02652754,11,1,0,2807.25,30.25,21.52658136,22.14968269,0.47615549,0.03484065,970862,390,0
687,2015-05-11,2834,2837.5,2823.5,2824.25,10:06:00,15:02:00,HOD_FIRST,3.5,10.5,0.12350035,0.37050106,14,3,0,2835,14,22.14968269,21.5675625,0.15801581,0.47404742,935162,390,0
688,2015-05-12,2814.5,2824.75,2804.25,2817.75,14:39:00,09:46:00,LOD_FIRST,10.25,10.25,0.36418547,0.36418547,20.5,1,0,2824.25,20.5,21.5675625,21.49130803,0.47525074,0.47525074,1099296,390,0
689,2015-05-13,2822.75,2830.5,2815.5,2818.75,09:35:00,15:33:00,HOD_FIRST,7.75,7.25,0.27455496,0.25684173,15,1,0,2817.75,15,21.49130803,21.02764317,0.3606109,0.33734568,1063919,390,0
690,2015-05-14,2831,2841.75,2827.5,2840.75,16:00:00,09:44:00,LOD_FIRST,10.75,3.5,0.37972448,0.12363123,14.25,1,0,2818.75,23,21.02764317,21.1685258,0.51123181,0.16644756,843525,390,0
691,2015-05-15,2842.75,2844.5,2837.25,2843,09:32:00,10:05:00,HOD_FIRST,1.75,5.5,0.06156011,0.19347463,7.25,1,0,2840.75,7.25,21.1685258,20.17434539,0.0826699,0.2598197,805853,390,0
692,2015-05-18,2841,2852.75,2840.25,2849.25,15:26:00,09:33:00,LOD_FIRST,11.75,0.75,0.41358677,0.02639916,12.5,3,0,2843,12.5,20.17434539,19.62617786,0.58242286,0.03717593,684655,390,0
693,2015-05-19,2851,2854.25,2845.25,2848.75,13:45:00,15:15:00,HOD_FIRST,3.25,5.75,0.11399509,0.20168362,9,1,0,2849.25,9,19.62617786,18.86716516,0.16559516,0.29297605,770738,390,0
694,2015-05-20,2850,2856.25,2843.25,2847,14:32:00,09:42:00,LOD_FIRST,6.25,6.75,0.21929825,0.23684211,13,1,0,2848.75,13,18.86716516,18.44808193,0.33126333,0.3577644,816687,390,0
695,2015-05-21,2845.5,2856,2843.5,2853,15:43:00,09:32:00,LOD_FIRST,10.5,2,0.36900369,0.07028642,12.5,1,0,2847,12.5,18.44808193,18.02321894,0.56916486,0.10841235,619881,390,0
696,2015-05-22,2848.5,2853.75,2847.25,2848.25,13:05:00,09:35:00,LOD_FIRST,5.25,1.25,0.18430753,0.04388275,6.5,1,0,2853,6.5,18.02321894,17.20013187,0.29129092,0.06935498,583471,390,0
697,2015-05-26,2842.5,2843.25,2820,2825.5,09:34:00,14:56:00,HOD_FIRST,0.75,22.5,0.02638522,0.79155673,23.25,4,0,2848.25,28.25,17.20013187,17.98940816,0.04360432,1.30812951,1273958,390,0
698,2015-05-27,2830.75,2848.25,2826.5,2845.25,15:53:00,09:34:00,LOD_FIRST,17.5,4.25,0.61821072,0.15013689,21.75,1,0,2825.5,22.75,17.98940816,18.32945044,0.97279465,0.23625013,1038174,390,0
699,2015-05-28,2841.75,2844.25,2834.5,2843,09:37:00,10:37:00,HOD_FIRST,2.5,7.25,0.08797396,0.25512448,9.75,1,0,2845.25,10.75,18.32945044,17.78806112,0.13639252,0.39553832,873192,390,0
700,2015-05-29,2842.25,2842.75,2826.25,2829,09:32:00,10:52:00,HOD_FIRST,0.5,16,0.0175917,0.5629343,16.5,1,0,2843,16.75,17.78806112,17.7139139,0.02810874,0.89947971,1377683,390,0
701,2015-06-01,2837.5,2841.75,2824.25,2833.5,14:32:00,10:19:00,LOD_FIRST,4.25,13.25,0.14977974,0.46696035,17.5,3,0,2829,17.5,17.7139139,17.69863433,0.23992439,0.74799957,1062023,390,0
702,2015-06-02,2828.5,2840,2820.25,2831.75,13:22:00,09:51:00,LOD_FIRST,11.5,8.25,0.40657592,0.29167403,19.75,1,0,2833.5,19.75,17.69863433,17.84516045,0.64976765,0.46613766,1020191,390,0
703,2015-06-03,2838,2844.75,2831.25,2837.25,10:32:00,09:36:00,LOD_FIRST,6.75,6.75,0.23784355,0.23784355,13.5,1,0,2831.75,13.5,17.84516045,17.53479185,0.37825381,0.37825381,1001561,390,0
704,2015-06-04,2828.5,2835.75,2815.25,2820,10:12:00,13:22:00,HOD_FIRST,7.25,13.25,0.2563196,0.46844617,20.5,1,0,2837.25,22,17.53479185,17.85373529,0.4134637,0.75564056,1323268,390,0
705,2015-06-05,2817.25,2823.75,2807.5,2815.75,10:38:00,09:42:00,LOD_FIRST,6.5,9.75,0.23072145,0.34608217,16.25,1,0,2820,16.25,17.85373529,17.73918277,0.36406947,0.54610421,1048216,390,0
706,2015-06-08,2814,2816,2801.5,2802.25,09:42:00,16:00:00,HOD_FIRST,2,12.5,0.07107321,0.44420753,14.5,3,0,2815.75,14.5,17.73918277,17.50781257,0.11274477,0.70465478,994440,390,0
707,2015-06-09,2802.25,2808.75,2794.75,2802,13:32:00,10:33:00,LOD_FIRST,6.5,7.5,0.23195646,0.26764207,14,1,0,2802.25,14,17.50781257,17.25725453,0.37126283,0.42838019,1000394,390,0
708,2015-06-10,2811.5,2832,2810.75,2827,11:17:00,09:34:00,LOD_FIRST,20.5,0.75,0.72914814,0.02667615,21.25,1,0,2802,30,17.25725453,18.16745063,1.18790622,0.04345998,1189675,390,0
709,2015-06-11,2832.75,2838.75,2829.75,2833.75,10:08:00,10:40:00,HOD_FIRST,6,3,0.21180831,0.10590416,9,1,0,2827,11.75,18.16745063,17.7090613,0.33026098,0.16513049,761306,390,0
710,2015-06-12,2824,2826,2814.25,2817.25,09:35:00,11:01:00,HOD_FIRST,2,9.75,0.07082153,0.34525496,11.75,1,0,2833.75,19.5,17.7090613,17.8369855,0.11293653,0.5505656,393441,390,0
711,2015-06-15,2804,2812.25,2795.5,2808.5,13:52:00,09:51:00,LOD_FIRST,8.25,8.5,0.29422254,0.30313837,16.75,3,0,2817.25,21.75,17.8369855,18.11648653,0.4625221,0.47653792,1035486,390,0
712,2015-06-16,2807.25,2821.5,2804.75,2820.75,14:10:00,09:35:00,LOD_FIRST,14.25,2.5,0.50761421,0.08905513,16.75,1,0,2808.5,16.75,18.11648653,18.01888035,0.78657636,0.13799585,800308,390,0
713,2015-06-17,2824.5,2831.5,2811.5,2824.5,14:49:00,14:01:00,LOD_FIRST,7,13,0.24783147,0.46025845,20,1,0,2820.75,20,18.01888035,18.1603889,0.38848141,0.72146547,1050092,390,0
714,2015-06-18,2831.5,2852,2829.75,2846.25,12:36:00,09:31:00,LOD_FIRST,20.5,1.75,0.72399788,0.0618047,22.25,1,0,2824.5,27.5,18.1603889,18.82750398,1.12883045,0.09636358,1340662,390,0
715,2015-06-19,2843.75,2844.25,2832.5,2832.75,09:33:00,16:00:00,HOD_FIRST,0.5,11.25,0.01758242,0.3956044,11.75,1,0,2846.25,13.75,18.82750398,18.46482512,0.02655689,0.59753008,881965,390,0
716,2015-06-22,2847.75,2854.75,2845,2847.75,11:24:00,12:28:00,HOD_FIRST,7,2.75,0.24580809,0.09656747,9.75,3,0,2832.75,22,18.46482512,18.71733761,0.37909918,0.14893182,779350,390,0
717,2015-06-23,2850,2853,2844,2848.75,10:06:00,12:07:00,HOD_FIRST,3,6,0.10526316,0.21052632,9,1,0,2847.75,9,18.71733761,18.02324207,0.16027921,0.32055841,632650,390,0
718,2015-06-24,2845.5,2850.25,2832.75,2832.75,10:31:00,16:00:00,HOD_FIRST,4.75,12.75,0.16693024,0.44807591,17.5,1,0,2848.75,17.5,18.02324207,17.98586764,0.26354859,0.70741989,876516,390,0
719,2015-06-25,2839.25,2840.5,2825.25,2825.75,11:12:00,14:28:00,HOD_FIRST,1.25,14,0.04402571,0.49308796,15.25,1,0,2832.75,15.25,17.98586764,17.79044852,0.06949901,0.77838892,928654,390,0
720,2015-06-26,2830.75,2833.5,2819,2826,10:02:00,13:25:00,HOD_FIRST,2.75,11.75,0.0971474,0.41508434,14.5,1,0,2825.75,14.5,17.79044852,17.55541648,0.15457733,0.66046677,1040280,390,0
721,2015-06-29,2807.75,2816,2780,2781.25,09:51:00,16:00:00,HOD_FIRST,8.25,27.75,0.29382958,0.98833586,36,3,0,2826,46,17.55541648,19.58717245,0.46994043,1.58070872,1709054,390,0
722,2015-06-30,2799.75,2800.25,2779.5,2786,09:31:00,12:33:00,HOD_FIRST,0.5,20.25,0.01785874,0.72327886,20.75,1,0,2781.25,20.75,19.58717245,19.67023156,0.02552691,1.03383988,1779475,390,0
723,2015-07-02,2807.5,2809.75,2795,2799.75,09:49:00,14:09:00,HOD_FIRST,2.25,12.5,0.08014248,0.44523598,14.75,2,0,2786,23.75,19.67023156,19.96164359,0.11438605,0.63547803,933050,390,0
724,2015-07-06,2784.5,2803.25,2782,2794,10:47:00,09:34:00,LOD_FIRST,18.75,2.5,0.67337044,0.08978273,21.25,4,0,2799.75,21.25,19.96164359,20.05366905,0.93930141,0.12524019,1374851,390,0
725,2015-07-07,2796.25,2808.75,2767.75,2807,15:35:00,11:36:00,LOD_FIRST,12.5,28.5,0.44702727,1.01922217,41,1,0,2794,41,20.05366905,21.54983554,0.62332733,1.42118631,2162321,390,0
726,2015-07-09,2797.5,2800.75,2776,2776.25,09:36:00,16:00:00,HOD_FIRST,3.25,21.5,0.11617516,0.76854334,24.75,2,0,2807,31,21.54983554,22.22484729,0.15081322,0.99768743,1549985,390,0
727,2015-07-10,2800.75,2807.5,2792.25,2802,15:20:00,10:46:00,LOD_FIRST,6.75,8.5,0.24100687,0.30349014,15.25,1,0,2776.25,31.25,22.22484729,22.86950106,0.30371412,0.38245482,1136222,390,0
728,2015-07-13,2817.5,2826.75,2816.75,2825.25,15:47:00,09:31:00,LOD_FIRST,9.25,0.75,0.32830524,0.02661934,10,3,0,2802,24.75,22.86950106,23.00382241,0.40446882,0.03279477,892706,390,0
729,2015-07-14,2824.75,2838.25,2824.25,2834.25,15:18:00,09:31:00,LOD_FIRST,13.5,0.5,0.4779184,0.01770068,14,1,0,2825.25,14,23.00382241,22.36069224,0.58685899,0.02173552,740427,390,0
730,2015-07-15,2835,2840.5,2827.75,2833.75,11:10:00,14:58:00,HOD_FIRST,5.5,7.25,0.19400353,0.25573192,12.75,1,0,2834.25,12.75,22.36069224,21.67421422,0.24596734,0.32422968,927157,390,0
731,2015-07-16,2846.25,2850.5,2843.5,2850.25,15:33:00,09:39:00,LOD_FIRST,4.25,2.75,0.14931928,0.09661836,7,1,0,2833.75,16.75,21.67421422,21.32248463,0.19608554,0.12687888,844810,390,0
732,2015-07-17,2850.5,2852.75,2845.5,2851.75,15:51:00,10:16:00,LOD_FIRST,2.25,5,0.07893352,0.17540782,7.25,1,0,2850.25,7.25,21.32248463,20.31730716,0.10552241,0.23449425,710781,390,0
733,2015-07-20,2854.5,2859,2849.25,2853.25,15:11:00,10:06:00,LOD_FIRST,4.5,5.25,0.15764582,0.18392013,9.75,3,0,2851.75,9.75,20.31730716,19.5624995,0.22148604,0.25840039,803203,390,0
734,2015-07-21,2851.25,2854.5,2840.75,2844.5,10:01:00,14:11:00,HOD_FIRST,3.25,10.5,0.11398509,0.36825954,13.75,1,0,2853.25,13.75,19.5624995,19.14732097,0.16613419,0.53674123,1018709,390,0
735,2015-07-22,2836.25,2844.75,2835.75,2840.25,10:21:00,15:43:00,HOD_FIRST,8.5,0.5,0.29969149,0.01762891,9,1,0,2844.5,9,19.14732097,18.42251233,0.44392633,0.02611331,1001827,390,0
736,2015-07-23,2842.25,2843.25,2824.25,2828.5,09:31:00,15:15:00,HOD_FIRST,1,18,0.03518339,0.63330108,19,1,0,2840.25,19,18.42251233,18.46376145,0.05428141,0.97706543,1211455,390,0
737,2015-07-24,2829.75,2830.5,2802.5,2806.25,09:31:00,14:53:00,HOD_FIRST,0.75,27.25,0.02650411,0.9629826,28,1,0,2828.5,28,18.46376145,19.14492134,0.04062011,1.47586396,1423734,390,0
738,2015-07-27,2796.25,2802.25,2789.25,2794.25,10:41:00,09:44:00,LOD_FIRST,6,7,0.21457309,0.25033527,13,3,0,2806.25,17,19.14492134,18.99171268,0.31339904,0.36563222,1396780,390,0
739,2015-07-28,2804.5,2821.75,2794.25,2819.5,14:17:00,10:27:00,LOD_FIRST,17.25,10.25,0.6150829,0.36548404,27.5,1,0,2794.25,27.5,18.99171268,19.59944749,0.90829091,0.53970909,1393550,390,0
740,2015-07-29,2821.25,2837,2819.5,2834,14:57:00,09:32:00,LOD_FIRST,15.75,1.75,0.55826318,0.06202924,17.5,1,0,2819.5,17.5,19.59944749,19.44948695,0.80359408,0.08928823,1128152,390,0
741,2015-07-30,2827.75,2836.75,2820.5,2834.25,15:27:00,09:50:00,LOD_FIRST,9,7.25,0.31827425,0.25638759,16.25,1,0,2834,16.25,19.44948695,19.22095217,0.46273714,0.37276048,1030722,390,0
742,2015-07-31,2841,2841.25,2828,2831.25,09:31:00,15:28:00,HOD_FIRST,0.25,13,0.00879972,0.45758536,13.25,1,0,2834.25,13.25,19.22095217,18.79445559,0.01300664,0.67634527,1258832,390,0
743,2015-08-03,2831,2831.75,2812.75,2823.75,09:31:00,13:11:00,HOD_FIRST,0.75,18.25,0.02649241,0.64464853,19,3,0,2831.25,19,18.79445559,18.80913733,0.03990539,0.97103105,1273810,390,0
744,2015-08-04,2823.5,2829,2814.25,2819.75,10:28:00,14:11:00,HOD_FIRST,5.5,9.25,0.1947937,0.32760758,14.75,1,0,2823.75,14.75,18.80913733,18.51919895,0.29241107,0.49178226,1087825,390,0
745,2015-08-05,2831,2839.75,2823.5,2827.25,10:31:00,13:18:00,HOD_FIRST,8.75,7.5,0.30907806,0.26492406,16.25,1,0,2819.75,20,18.51919895,18.62497045,0.47248264,0.40498512,1113361,390,0
746,2015-08-06,2829.5,2830.75,2802.75,2810.75,09:32:00,12:41:00,HOD_FIRST,1.25,26.75,0.04417742,0.94539671,28,1,0,2827.25,28,18.62497045,19.29461542,0.0671142,1.43624389,1404982,390,0
747,2015-08-07,2808,2809.5,2794.75,2805.5,10:00:00,13:27:00,HOD_FIRST,1.5,13.25,0.0534188,0.4718661,14.75,1,0,2810.75,16,19.29461542,19.05928575,0.0777419,0.68672009,1246569,390,0
748,2015-08-10,2819,2833.5,2818.75,2832.5,14:19:00,09:31:00,LOD_FIRST,14.5,0.25,0.5143668,0.00886839,14.75,3,0,2805.5,28,19.05928575,19.69790819,0.76078402,0.01311697,904821,390,0
749,2015-08-11,2816,2821,2803.5,2812.5,10:21:00,13:11:00,HOD_FIRST,5,12.5,0.17755682,0.44389205,17.5,1,0,2832.5,29,19.69790819,20.36234332,0.25383406,0.63458515,1370494,390,0
750,2015-08-12,2797,2817.5,2779.25,2814.75,15:35:00,10:25:00,LOD_FIRST,20.5,17.75,0.73292814,0.63460851,38.25,1,0,2812.5,38.25,20.36234332,21.64003309,1.00676036,0.87170714,1851733,390,0
751,2015-08-13,2813.75,2821.75,2806,2812.5,13:08:00,10:16:00,LOD_FIRST,8,7.75,0.28431808,0.27543314,15.75,1,0,2814.75,15.75,21.64003309,21.21931644,0.3696852,0.35813254,1141177,390,0
752,2015-08-14,2810.5,2821.25,2808.75,2820,15:23:00,11:18:00,LOD_FIRST,10.75,1.75,0.38249422,0.0622665,12.5,1,0,2812.5,12.5,21.21931644,20.59650812,0.50661387,0.08247203,831517,390,0
753,2015-08-17,2813.25,2832,2807.5,2832,16:00:00,09:34:00,LOD_FIRST,18.75,5.75,0.66648894,0.20438994,24.5,3,0,2820,24.5,20.59650812,20.87532897,0.91034849,0.27917354,1000169,390,0
754,2015-08-18,2829,2833,2823,2825.75,10:57:00,13:51:00,HOD_FIRST,4,6,0.14139272,0.21208908,10,1,0,2832,10,20.87532897,20.09851976,0.19161375,0.28742062,884659,390,0
755,2015-08-19,2817,2826.25,2799.25,2809.25,14:14:00,11:50:00,LOD_FIRST,9.25,17.75,0.32836351,0.63010295,27,1,0,2825.75,27,20.09851976,20.59148263,0.4602329,0.88314962,1943843,390,0
756,2015-08-20,2791,2797.75,2765,2765,09:42:00,15:59:00,HOD_FIRST,6.75,26,0.2418488,0.93156575,32.75,1,0,2809.25,44.25,20.59148263,22.28137673,0.32780544,1.26265799,2022359,390,0
757,2015-08-21,2743.5,2755,2700.75,2700.75,10:07:00,16:00:00,HOD_FIRST,11.5,42.75,0.41917259,1.55822854,54.25,1,0,2765,64.25,22.28137673,25.27913553,0.5161261,1.91864266,3303033,390,0
758,2015-08-24,2601.5,2683.5,2563.75,2619,13:11:00,09:32:00,LOD_FIRST,82,37.75,3.15202768,1.45108591,119.75,3,0,2700.75,137,25.27913553,33.25919728,3.24378181,1.49332638,3756097,390,0
759,2015-08-25,2679.5,2680,2595.5,2597.5,09:31:00,16:00:00,HOD_FIRST,0.5,84,0.0186602,3.13491323,84.5,1,0,2619,84.5,33.25919728,36.91925462,0.01503344,2.52561718,2657687,390,0
760,2015-08-26,2646.25,2673.25,2608.25,2670.75,15:53:00,12:45:00,LOD_FIRST,27,38,1.02031176,1.43599433,65,1,0,2597.5,75.75,36.91925462,39.69287929,0.73132571,1.02927322,2623193,390,0
761,2015-08-27,2695.75,2719.5,2677,2718.25,13:13:00,15:07:00,HOD_FIRST,23.75,18.75,0.88101641,0.69553927,42.5,1,0,2670.75,48.75,39.69287929,40.33981648,0.5983441,0.47237692,2345561,390,0
762,2015-08-28,2710.25,2723.75,2704.25,2718,11:35:00,13:41:00,HOD_FIRST,13.5,6,0.49810903,0.22138179,19.5,1,0,2718.25,19.5,40.33981648,38.85125816,0.33465695,0.14873642,1490900,390,0
763,2015-08-31,2706.25,2716.5,2695,2701,11:43:00,10:06:00,LOD_FIRST,10.25,11.25,0.37875289,0.41570439,21.5,3,0,2718,23,38.85125816,37.71902544,0.26382672,0.28956591,1477360,390,0
764,2015-09-01,2655.75,2672.25,2631.5,2640.5,09:47:00,15:44:00,HOD_FIRST,16.5,24.25,0.62129342,0.91311306,40.75,1,0,2701,69.5,37.71902544,39.98909505,0.43744502,0.64291163,2071466,390,0
765,2015-09-02,2671.5,2679.5,2649,2679.5,16:00:00,10:49:00,LOD_FIRST,8,22.5,0.29945723,0.84222347,30.5,1,0,2640.5,39,39.98909505,39.9184454,0.20005454,0.56265339,1628354,390,0
766,2015-09-03,2687.75,2706.25,2674.75,2680.5,11:07:00,15:40:00,HOD_FIRST,18.5,13,0.68830806,0.48367594,31.5,1,0,2679.5,31.5,39.9184454,39.31712787,0.4634449,0.32566398,1647519,390,0
767,2015-09-04,2653.25,2663.5,2640.5,2650.5,10:32:00,14:27:00,HOD_FIRST,10.25,12.75,0.38631867,0.48054273,23,1,0,2680.5,40,39.31712787,39.36590445,0.26070063,0.32428615,1492879,390,0
768,2015-09-08,2684.25,2701.5,2676.75,2700.5,15:58:00,10:42:00,LOD_FIRST,17.25,7.5,0.64263761,0.27940766,24.75,4,0,2650.5,51,39.36590445,40.19691128,0.43819646,0.1905202,1208375,390,0
769,2015-09-09,2719,2720.25,2668.25,2672.5,09:38:00,15:58:00,HOD_FIRST,1.25,50.75,0.04597278,1.86649503,52,1,0,2700.5,52,40.19691128,41.03998904,0.03109692,1.26253482,1595768,390,0
770,2015-09-10,2670.25,2698,2667.5,2683.75,13:38:00,10:17:00,LOD_FIRST,27.75,2.75,1.03922854,0.10298661,30.5,1,0,2672.5,30.5,41.03998904,40.28713268,0.67616977,0.06700782,1239804,390,0
771,2015-09-11,2679,2692.75,2670.25,2692.75,16:00:00,10:01:00,LOD_FIRST,13.75,8.75,0.51325121,0.32661441,22.5,1,0,2683.75,22.5,40.28713268,39.01662321,0.34130004,0.21719093,340930,390,0
772,2015-09-14,2694.5,2695,2679,2685,09:31:00,12:12:00,HOD_FIRST,0.5,15.5,0.01855632,0.57524587,16,3,0,2692.75,16,39.01662321,37.37257869,0.01281505,0.39726657,733958,390,0
773,2015-09-16,2713.5,2729.5,2709.5,2727,15:41:00,10:04:00,LOD_FIRST,16,4,0.58964437,0.14741109,20,2,0,2685,44.5,37.37257869,37.88168021,0.42812138,0.10703035,999314,390,0
774,2015-09-17,2725.25,2754.25,2718,2722.25,14:49:00,15:24:00,HOD_FIRST,29,7.25,1.06412256,0.26603064,36.25,1,0,2727,36.25,37.88168021,37.76513163,0.76554155,0.19138539,1787619,390,0
775,2015-09-18,2691.5,2710,2683.75,2688.5,11:47:00,15:46:00,HOD_FIRST,18.5,7.75,0.68734906,0.28794353,26.25,1,0,2722.25,38.5,37.76513163,37.81762222,0.48986987,0.20521576,1672975,390,0
776,2015-09-21,2699,2711.5,2686.75,2699.5,10:38:00,12:56:00,HOD_FIRST,12.5,12.25,0.46313449,0.4538718,24.75,3,0,2688.5,24.75,37.81762222,36.88422064,0.33053374,0.32392306,1179863,390,0
777,2015-09-22,2673.25,2679.25,2660.25,2673.5,10:04:00,13:30:00,HOD_FIRST,6,13,0.2244459,0.48629945,19,1,0,2699.5,39.25,36.88422064,37.05320488,0.16267119,0.35245424,1508718,390,0
778,2015-09-23,2675.75,2681.25,2663.25,2670.25,10:52:00,12:10:00,HOD_FIRST,5.5,12.5,0.20554985,0.46715874,18,1,0,2673.5,18,37.05320488,35.69226167,0.1484352,0.33735273,989322,390,0
779,2015-09-24,2655.75,2669.25,2639.75,2664,14:57:00,11:06:00,LOD_FIRST,13.5,16,0.50833098,0.60246635,29.5,1,0,2670.25,30.5,35.69226167,35.32138584,0.37823325,0.44827644,1755122,390,0
780,2015-09-25,2681.25,2685,2652.75,2663.25,13:16:00,15:15:00,HOD_FIRST,3.75,28.5,0.13986014,1.06293706,32.25,1,0,2664,32.25,35.32138584,35.10200114,0.10616797,0.80687661,1580216,390,0
781,2015-09-28,2653,2654.25,2611.25,2614,09:31:00,15:12:00,HOD_FIRST,1.25,41.75,0.04711647,1.57369016,43,3,0,2663.25,52,35.10200114,36.30900105,0.03561051,1.18939088,1868599,390,0
782,2015-09-29,2617.25,2632.25,2604,2615.25,10:31:00,15:30:00,HOD_FIRST,15,13.25,0.57312064,0.50625657,28.25,1,0,2614,28.25,36.30900105,35.73335812,0.4131207,0.36492329,1880309,390,0
783,2015-09-30,2638.5,2653,2629,2651.5,15:58:00,12:50:00,LOD_FIRST,14.5,9.5,0.54955467,0.36005306,24,1,0,2615.25,37.75,35.73335812,35.87740397,0.4057833,0.26585802,1732726,390,0
784,2015-10-01,2655.5,2659.75,2632.75,2656,09:32:00,12:10:00,HOD_FIRST,4.25,22.75,0.16004519,0.85671248,27,1,0,2651.5,27,35.87740397,35.24330369,0.11845896,0.63410385,1605176,390,0
785,2015-10-02,2632.25,2684.75,2625.5,2684.5,16:00:00,09:52:00,LOD_FIRST,52.5,6.75,1.9944914,0.25643461,59.25,1,0,2656,59.25,35.24330369,36.95806771,1.48964468,0.19152575,1870955,390,0
